framenr,roinr,mx,my,count
228,14,46,22,2
228,15,28,6,1
228,12,37,18,1
228,1,1,9,3
2051,2,11,44,1
2051,0,1,21,0
2051,16,50,25,1
2051,11,34,24,0
2051,7,26,11,2
2051,9,28,6,1
2051,10,31,10,1
2051,8,26,23,2
2051,6,27,1,1
2051,4,22,25,2
2051,3,20,28,1
2051,5,23,18,2
2051,13,48,1,0
2051,14,48,26,1
2051,15,49,22,1
2051,12,42,39,0
2051,1,1,2,1
1165,2,14,15,2
1165,0,29,49,0
1165,7,34,18,4
1165,9,46,20,2
1165,10,50,29,1
1165,8,41,18,3
1165,6,27,9,2
1165,4,19,22,8
1165,3,18,16,5
1165,5,25,20,8
1165,1,12,37,1
2466,2,6,11,4
2466,0,29,47,0
2466,16,46,21,6
2466,11,17,26,7
2466,7,50,23,5
2466,9,10,38,2
2466,10,15,16,5
2466,8,9,14,4
2466,6,19,22,7
2466,4,8,46,2
2466,3,8,42,3
2466,5,13,33,4
2466,13,28,4,2
2466,14,32,1,2
2466,15,39,19,2
2466,12,22,25,6
2466,1,1,7,3
2373,2,11,37,2
2373,0,29,47,0
2373,11,1,8,3
2373,7,35,1,7
2373,9,41,11,0
2373,10,50,23,1
2373,8,41,19,1
2373,6,28,5,7
2373,4,28,14,3
2373,3,22,10,4
2373,5,27,1,7
2373,12,14,30,1
2373,1,7,12,2
2326,2,9,45,2
2326,0,1,2,0
2326,7,50,24,1
2326,9,31,1,1
2326,8,17,25,5
2326,6,29,3,1
2326,4,14,30,6
2326,3,10,38,4
2326,5,27,18,1
2326,1,7,31,3
2439,18,44,20,1
2439,2,7,11,1
2439,0,39,45,0
2439,16,40,22,2
2439,11,24,17,2
2439,7,13,27,1
2439,9,20,39,0
2439,10,23,1,0
2439,17,44,16,1
2439,8,18,23,3
2439,6,15,15,1
2439,4,10,1,0
2439,3,9,50,1
2439,5,12,10,2
2439,13,31,1,1
2439,14,36,18,1
2439,15,38,25,2
2439,12,26,22,1
2439,1,2,11,1
2472,18,50,24,3
2472,2,8,50,1
2472,0,29,45,0
2472,16,48,21,2
2472,11,34,3,4
2472,7,28,3,4
2472,9,26,19,2
2472,10,31,21,0
2472,19,50,28,3
2472,17,50,24,3
2472,8,24,10,4
2472,6,20,23,5
2472,4,19,17,4
2472,3,12,1,0
2472,5,18,28,1
2472,13,39,13,1
2472,14,41,20,2
2472,15,44,24,2
2472,12,35,19,1
2472,1,1,10,1
2240,2,4,42,2
2240,0,28,49,0
2240,11,15,28,2
2240,7,27,18,5
2240,9,49,23,4
2240,10,2,11,1
2240,8,32,15,3
2240,6,21,25,5
2240,4,9,42,2
2240,3,8,50,5
2240,5,21,17,4
2240,13,32,1,1
2240,12,27,11,4
2240,1,8,50,5
179,7,44,20,2
179,4,16,26,3
179,2,11,14,2
179,3,13,33,4
179,0,27,47,0
179,5,29,7,1
179,8,33,1,2
179,6,34,19,3
179,1,1,10,1
395,7,50,23,2
395,4,20,31,3
395,2,13,32,4
395,3,20,26,3
395,0,2,2,0
395,5,24,18,2
395,8,28,6,1
395,6,40,19,1
395,1,6,35,2
537,7,37,19,2
537,4,12,14,1
537,2,4,10,5
537,3,8,50,2
537,0,28,47,0
537,5,15,28,3
537,6,26,17,2
537,1,1,6,4
1803,18,32,1,1
1803,2,7,10,1
1803,0,37,45,0
1803,16,43,19,1
1803,11,19,16,2
1803,7,11,40,2
1803,9,18,21,2
1803,10,18,36,0
1803,17,50,23,2
1803,8,15,27,1
1803,6,12,21,2
1803,4,11,50,1
1803,3,9,45,2
1803,5,10,50,1
1803,13,29,17,3
1803,14,33,3,1
1803,15,34,18,2
1803,12,26,20,1
1803,1,3,41,2
1824,2,8,45,1
1824,0,1,5,0
1824,11,50,13,2
1824,7,27,11,3
1824,9,43,20,4
1824,10,41,23,4
1824,8,33,28,0
1824,6,22,18,2
1824,4,16,29,1
1824,3,11,30,1
1824,5,19,20,1
1824,13,50,28,4
1824,14,50,24,6
1824,12,50,23,6
1824,1,4,46,1
325,2,3,44,3
325,0,34,49,0
325,11,28,20,3
325,7,14,45,3
325,9,19,17,4
325,10,29,12,3
325,8,14,50,3
325,6,13,17,1
325,4,7,49,4
325,3,6,10,1
325,5,9,42,3
325,13,9,50,3
325,12,33,29,0
325,1,1,48,1
437,2,3,10,2
437,0,28,42,0
437,7,27,3,1
437,9,43,19,2
437,10,50,24,2
437,8,37,19,3
437,6,24,12,3
437,4,15,27,1
437,3,8,49,2
437,5,26,20,6
437,1,1,4,2
2060,2,8,49,5
2060,0,20,1,0
2060,11,50,24,4
2060,7,35,18,4
2060,9,50,29,4
2060,10,18,22,3
2060,8,50,22,3
2060,6,26,28,1
2060,4,18,27,3
2060,3,9,43,4
2060,5,25,23,4
2060,1,1,5,1
1848,2,10,39,2
1848,0,29,46,0
1848,11,46,27,1
1848,7,27,5,2
1848,9,37,20,3
1848,10,44,19,2
1848,8,30,18,4
1848,6,25,17,3
1848,4,17,17,1
1848,3,14,32,2
1848,5,27,12,3
1848,13,50,26,3
1848,14,31,1,1
1848,12,50,25,3
1848,1,6,11,1
2294,2,7,32,1
2294,0,34,45,0
2294,16,50,13,0
2294,11,23,17,2
2294,7,15,15,1
2294,9,18,24,2
2294,10,18,30,2
2294,17,1,4,1
2294,8,16,36,2
2294,6,13,32,1
2294,4,10,27,1
2294,3,8,44,1
2294,5,12,21,2
2294,13,24,6,0
2294,14,29,17,1
2294,15,50,21,1
2294,12,23,22,2
2294,1,1,16,0
1500,2,8,45,3
1500,0,34,49,0
1500,16,1,2,1
1500,11,35,25,3
1500,7,23,24,3
1500,9,32,14,5
1500,10,32,23,4
1500,8,30,18,5
1500,6,25,10,2
1500,4,18,34,2
1500,3,12,34,3
1500,5,22,17,4
1500,13,46,21,1
1500,14,50,18,2
1500,15,50,26,2
1500,12,38,19,3
1500,1,8,50,5
536,2,8,50,2
536,0,35,45,0
536,16,50,23,1
536,11,26,17,4
536,7,15,24,3
536,9,16,18,2
536,10,21,17,3
536,8,16,39,2
536,6,14,29,2
536,4,10,41,2
536,3,10,30,2
536,5,11,14,1
536,13,28,24,3
536,14,36,24,2
536,15,36,19,2
536,12,27,11,4
536,1,1,6,1
615,4,20,19,3
615,2,10,37,1
615,3,10,50,1
615,0,30,37,0
615,5,37,18,1
615,6,50,22,1
615,1,1,3,2
878,4,17,31,2
878,2,7,12,1
878,3,12,36,2
878,0,28,48,0
878,5,24,18,4
878,6,50,24,1
878,1,1,6,2
2001,2,8,46,2
2001,0,27,38,0
2001,11,35,1,1
2001,7,24,6,1
2001,9,28,1,1
2001,10,31,1,1
2001,8,27,18,4
2001,6,22,17,5
2001,4,17,16,3
2001,3,10,13,2
2001,5,24,11,3
2001,13,50,26,1
2001,14,1,2,1
2001,15,6,50,3
2001,12,50,22,1
2001,1,3,50,3
1658,18,1,7,4
1658,2,2,11,3
1658,0,33,44,0
1658,16,38,13,2
1658,11,27,21,2
1658,7,17,16,3
1658,9,20,25,2
1658,10,27,9,6
1658,17,38,18,2
1658,8,19,21,3
1658,6,13,46,4
1658,4,9,50,3
1658,3,7,47,4
1658,5,11,38,2
1658,13,31,17,5
1658,14,33,3,4
1658,15,33,7,4
1658,12,30,1,3
1658,1,1,3,2
2263,18,33,1,1
2263,2,9,44,2
2263,0,35,41,0
2263,16,50,25,2
2263,11,25,17,3
2263,7,16,12,2
2263,9,21,25,3
2263,10,25,11,2
2263,17,17,25,3
2263,8,21,18,3
2263,6,15,37,2
2263,4,12,15,1
2263,3,10,38,2
2263,5,15,19,4
2263,13,36,19,4
2263,14,41,19,4
2263,15,46,22,4
2263,12,29,17,3
2263,1,5,45,2
340,18,50,15,1
340,2,2,3,0
340,0,41,49,0
340,16,35,17,2
340,11,21,16,2
340,7,12,14,2
340,9,15,29,2
340,10,19,26,3
340,19,31,1,2
340,17,50,21,1
340,8,14,42,1
340,6,9,43,1
340,4,5,16,2
340,3,5,10,2
340,5,5,40,1
340,20,33,1,2
340,13,25,37,0
340,14,26,25,4
340,15,28,19,3
340,12,22,21,3
340,1,1,13,1
402,7,8,50,4
402,4,19,26,3
402,2,13,32,4
402,3,14,22,3
402,0,30,43,0
402,5,27,18,3
402,8,11,15,1
402,6,45,22,1
402,1,9,49,4
526,2,8,47,2
526,0,29,47,0
526,11,1,11,2
526,7,22,25,4
526,9,32,18,2
526,10,44,20,2
526,8,28,17,2
526,6,20,17,1
526,4,14,31,5
526,3,10,38,3
526,5,17,25,5
526,12,50,23,3
526,1,5,10,2
2315,2,6,50,2
2315,0,1,2,0
2315,7,28,19,4
2315,9,38,25,2
2315,10,50,23,2
2315,8,36,19,2
2315,6,29,6,1
2315,4,12,50,2
2315,3,8,42,1
2315,5,21,17,3
2315,1,4,47,1
989,2,8,11,1
989,0,30,48,0
989,11,36,19,2
989,7,31,18,2
989,9,14,31,2
989,10,31,1,1
989,8,1,8,3
989,6,23,24,5
989,4,18,28,3
989,3,9,42,3
989,5,21,18,4
989,12,46,21,1
989,1,1,2,2
2208,2,19,21,1
2208,0,1,8,0
2208,7,42,15,3
2208,9,32,1,1
2208,8,43,20,2
2208,6,31,19,4
2208,4,24,12,3
2208,3,19,27,2
2208,5,29,7,2
2208,1,12,33,2
1319,2,13,33,2
1319,0,28,48,0
1319,7,41,19,5
1319,9,30,1,1
1319,10,48,22,3
1319,8,11,37,2
1319,6,28,9,3
1319,4,28,20,8
1319,3,21,15,7
1319,5,27,5,2
1319,1,12,14,4
1685,2,1,36,0
1685,0,33,43,0
1685,16,30,1,2
1685,11,34,22,4
1685,7,10,39,1
1685,9,27,17,3
1685,10,32,18,4
1685,17,32,1,2
1685,8,14,50,3
1685,6,10,27,1
1685,4,8,49,3
1685,3,2,49,3
1685,5,11,13,1
1685,13,41,20,2
1685,14,50,29,1
1685,15,15,28,1
1685,12,38,18,4
1685,1,1,4,2
2018,7,50,23,2
2018,4,18,35,2
2018,2,13,36,3
2018,3,15,30,2
2018,0,2,3,0
2018,5,24,11,1
2018,6,36,19,2
2018,1,9,40,1
399,2,8,49,2
399,0,28,49,0
399,11,1,8,2
399,7,30,1,1
399,9,44,20,1
399,10,48,23,1
399,8,29,3,1
399,6,28,1,1
399,4,20,23,6
399,3,13,25,5
399,5,25,22,5
399,12,14,31,4
399,1,6,11,2
519,2,9,50,3
519,0,32,48,0
519,16,28,3,1
519,11,31,18,3
519,7,21,13,1
519,9,24,23,3
519,10,27,13,2
519,8,23,17,3
519,6,19,22,3
519,4,12,34,2
519,3,10,50,3
519,5,15,29,3
519,13,40,18,1
519,14,50,24,1
519,15,1,4,1
519,12,32,23,1
519,1,8,44,2
1202,4,43,27,3
1202,2,12,41,3
1202,3,17,28,3
1202,0,1,6,0
1202,5,48,22,3
1202,6,50,27,3
1202,1,11,36,3
1263,2,7,31,1
1263,0,26,48,0
1263,7,33,18,1
1263,9,23,14,1
1263,10,49,22,2
1263,8,46,20,2
1263,6,32,6,3
1263,4,15,31,4
1263,3,16,25,4
1263,5,30,1,4
1263,1,1,10,2
2295,2,9,17,2
2295,0,1,47,0
2295,7,22,24,5
2295,9,27,19,2
2295,8,23,17,2
2295,6,17,25,6
2295,4,14,31,3
2295,3,13,12,2
2295,5,15,16,3
2295,1,8,12,2
807,2,8,44,3
807,0,29,47,0
807,11,50,24,2
807,7,17,25,1
807,9,35,19,3
807,10,41,19,3
807,8,28,10,2
807,6,18,16,1
807,4,10,13,2
807,3,9,50,3
807,5,10,38,2
807,13,6,50,3
807,12,50,27,2
807,1,1,4,1
174,2,1,50,3
174,0,29,1,0
174,11,14,29,4
174,7,38,19,4
174,9,6,50,3
174,10,9,42,1
174,8,46,20,3
174,6,27,21,4
174,4,18,26,5
174,3,7,50,3
174,5,20,20,6
174,1,1,8,1
1364,2,7,50,1
1364,0,34,48,0
1364,11,39,21,1
1364,7,20,23,3
1364,9,24,14,1
1364,10,30,1,1
1364,8,22,30,3
1364,6,15,31,4
1364,4,9,47,2
1364,3,9,41,1
1364,5,13,38,3
1364,12,45,20,2
1364,1,1,8,1
319,2,11,39,5
319,0,30,48,0
319,11,33,1,1
319,7,15,16,1
319,9,26,18,3
319,10,30,18,3
319,8,16,26,7
319,6,45,20,1
319,4,21,25,7
319,3,14,31,6
319,5,21,30,6
319,1,8,47,4
2234,2,3,47,1
2234,0,30,44,0
2234,16,48,22,2
2234,11,30,14,2
2234,7,24,5,0
2234,9,30,4,1
2234,10,29,18,3
2234,8,31,1,2
2234,6,23,14,4
2234,4,17,14,4
2234,3,8,46,1
2234,5,21,24,1
2234,13,34,12,0
2234,14,36,1,2
2234,15,46,27,2
2234,12,32,6,0
2234,1,1,6,1
371,2,9,13,1
371,0,31,48,0
371,11,29,18,2
371,7,47,21,2
371,9,21,18,4
371,10,28,3,2
371,8,8,49,2
371,6,43,18,2
371,4,14,32,3
371,3,10,44,2
371,5,18,16,3
371,12,32,1,2
371,1,4,45,2
1221,2,9,50,3
1221,0,1,7,0
1221,7,28,8,2
1221,9,37,19,2
1221,10,50,25,2
1221,8,34,12,4
1221,6,26,21,2
1221,4,22,10,2
1221,3,10,41,2
1221,5,22,15,3
1221,1,4,40,2
2453,2,1,8,2
2453,0,30,47,0
2453,11,3,11,2
2453,7,29,13,1
2453,9,50,18,2
2453,10,50,25,2
2453,8,50,26,2
2453,6,28,19,2
2453,4,15,16,2
2453,3,4,50,1
2453,5,21,17,3
2453,12,11,36,1
2453,1,1,14,2
1138,2,1,9,1
1138,0,31,47,0
1138,11,50,29,2
1138,7,35,19,4
1138,9,40,19,5
1138,10,50,25,3
1138,8,36,15,5
1138,6,27,20,3
1138,4,11,38,1
1138,3,9,50,2
1138,5,22,17,3
1138,1,1,14,1
2020,2,8,49,3
2020,0,1,5,0
2020,11,50,17,3
2020,7,28,14,3
2020,9,33,18,3
2020,10,38,18,3
2020,8,32,14,3
2020,6,27,8,2
2020,4,24,12,1
2020,3,18,27,2
2020,5,26,22,2
2020,13,29,2,2
2020,14,32,1,2
2020,15,50,29,4
2020,12,50,23,4
2020,1,10,41,2
2201,2,9,12,1
2201,0,28,40,0
2201,11,33,1,1
2201,7,40,19,4
2201,9,50,25,2
2201,10,7,49,1
2201,8,50,12,0
2201,6,33,18,3
2201,4,29,20,1
2201,3,19,20,1
2201,5,34,2,1
2201,1,5,15,1
2088,7,27,12,4
2088,4,22,17,6
2088,2,9,50,1
2088,3,17,23,5
2088,0,28,44,0
2088,5,24,23,5
2088,8,49,21,2
2088,6,25,7,2
2088,1,6,11,3
1336,2,1,7,1
1336,0,35,44,0
1336,11,43,19,1
1336,7,21,18,1
1336,9,27,23,2
1336,10,31,18,1
1336,8,29,6,2
1336,6,15,41,4
1336,4,6,49,5
1336,3,2,46,6
1336,5,9,43,5
1336,12,50,26,4
1336,1,1,50,3
24,2,18,12,1
24,0,2,26,0
24,11,50,30,1
24,7,32,5,2
24,9,48,26,3
24,10,50,23,4
24,8,47,21,4
24,6,29,11,2
24,4,22,10,3
24,3,21,17,2
24,5,28,2,1
24,13,1,2,1
24,12,50,34,0
24,1,9,50,1
156,2,9,12,1
156,0,33,49,0
156,11,49,23,2
156,7,21,25,4
156,9,38,19,2
156,10,45,23,4
156,8,28,10,2
156,6,21,19,3
156,4,15,29,1
156,3,11,38,3
156,5,15,36,4
156,1,6,50,2
116,2,13,15,2
116,0,1,43,0
116,7,49,20,2
116,9,17,29,2
116,8,50,30,2
116,6,40,19,2
116,4,27,19,2
116,3,18,22,4
116,5,33,18,4
116,1,3,11,2
1036,7,45,20,2
1036,4,21,17,2
1036,2,9,50,2
1036,3,14,31,4
1036,0,1,15,0
1036,5,34,19,2
1036,6,40,18,3
1036,1,9,40,3
1438,2,9,42,3
1438,0,28,48,0
1438,11,50,22,3
1438,7,22,24,6
1438,9,28,19,3
1438,10,44,20,2
1438,8,28,3,1
1438,6,19,17,3
1438,4,12,34,2
1438,3,10,14,1
1438,5,18,23,4
1438,1,8,50,3
1311,2,4,15,1
1311,0,24,49,0
1311,11,36,18,2
1311,7,13,10,2
1311,9,15,16,2
1311,10,21,13,2
1311,8,15,30,1
1311,6,9,17,3
1311,4,4,34,0
1311,3,4,10,1
1311,5,9,10,3
1311,13,49,22,1
1311,14,33,1,1
1311,12,41,25,3
1311,1,1,11,1
1516,18,50,30,1
1516,2,9,42,3
1516,0,1,7,0
1516,16,47,21,1
1516,11,36,14,3
1516,7,25,22,2
1516,9,32,18,4
1516,10,30,24,4
1516,17,49,7,0
1516,8,27,37,0
1516,6,18,47,0
1516,4,14,31,4
1516,3,10,38,4
1516,5,17,25,2
1516,13,40,6,0
1516,14,41,33,0
1516,15,46,43,0
1516,12,38,25,2
1516,1,1,39,0
1046,2,6,11,4
1046,0,28,46,0
1046,7,49,21,1
1046,9,10,14,3
1046,10,33,1,1
1046,8,8,45,1
1046,6,33,18,4
1046,4,13,32,3
1046,3,8,50,5
1046,5,20,17,2
1046,1,1,8,4
1453,2,9,50,1
1453,0,29,46,0
1453,11,47,21,2
1453,7,19,15,2
1453,9,26,19,2
1453,10,31,17,2
1453,8,24,13,2
1453,6,18,23,3
1453,4,14,15,2
1453,3,12,34,4
1453,5,16,27,4
1453,13,33,1,2
1453,14,50,28,4
1453,12,50,23,4
1453,1,6,11,3
1176,7,20,26,3
1176,4,26,12,1
1176,2,6,11,1
1176,3,16,27,3
1176,0,28,45,0
1176,5,25,5,1
1176,8,50,30,1
1176,6,41,18,1
1176,1,8,50,7
2036,2,1,10,2
2036,0,33,48,0
2036,11,35,7,0
2036,7,17,17,2
2036,9,18,34,2
2036,10,23,24,2
2036,8,14,29,1
2036,6,11,36,2
2036,4,7,17,3
2036,3,6,36,2
2036,5,10,14,2
2036,13,44,21,4
2036,14,6,50,1
2036,15,50,25,3
2036,12,39,19,4
2036,1,1,14,2
2153,2,7,50,4
2153,0,28,43,0
2153,11,35,19,1
2153,7,19,21,3
2153,9,26,15,3
2153,10,28,1,2
2153,8,26,8,1
2153,6,18,17,2
2153,4,11,18,1
2153,3,8,47,3
2153,5,15,28,2
2153,13,7,50,4
2153,14,33,1,2
2153,12,50,24,2
2153,1,2,50,4
2341,2,8,47,1
2341,0,29,48,0
2341,11,50,23,2
2341,7,22,25,6
2341,9,29,18,5
2341,10,46,21,1
2341,8,27,10,2
2341,6,18,17,2
2341,4,11,37,4
2341,3,12,32,8
2341,5,16,27,6
2341,1,3,11,3
2449,2,11,35,2
2449,0,1,13,0
2449,11,34,19,1
2449,7,28,1,1
2449,9,30,1,1
2449,10,33,2,2
2449,8,28,26,0
2449,6,28,8,2
2449,4,19,22,1
2449,3,17,38,2
2449,5,23,19,1
2449,13,45,19,2
2449,14,50,26,3
2449,15,9,44,1
2449,12,40,19,2
2449,1,9,50,2
1391,2,6,11,4
1391,0,36,46,0
1391,11,46,26,2
1391,7,16,33,2
1391,9,37,18,1
1391,10,45,21,1
1391,8,21,25,3
1391,6,14,45,5
1391,4,11,35,2
1391,3,9,43,5
1391,5,9,48,5
1391,13,20,19,2
1391,12,50,25,2
1391,1,1,46,3
1260,7,50,23,1
1260,4,21,26,3
1260,2,10,42,2
1260,3,15,30,3
1260,0,1,7,0
1260,5,36,18,3
1260,6,43,20,2
1260,1,4,43,2
349,2,7,19,2
349,0,27,35,0
349,7,50,16,1
349,9,9,45,1
349,10,25,12,1
349,8,50,24,2
349,6,48,21,3
349,4,12,15,3
349,3,11,8,2
349,5,42,20,2
349,1,3,11,2
496,2,7,50,4
496,0,35,45,0
496,16,49,22,1
496,11,33,6,2
496,7,24,23,2
496,9,29,1,2
496,10,31,18,2
496,17,1,2,1
496,8,27,8,1
496,6,20,14,0
496,4,14,31,3
496,3,9,43,3
496,5,15,41,3
496,13,39,13,2
496,14,42,20,3
496,15,47,1,0
496,12,36,18,2
496,1,9,37,5
983,2,11,14,2
983,0,30,47,0
983,11,38,19,2
983,7,45,20,4
983,9,50,26,4
983,10,28,3,1
983,8,50,22,4
983,6,22,15,3
983,4,17,16,4
983,3,12,33,4
983,5,21,25,6
983,1,9,43,5
1196,2,10,14,2
1196,0,28,47,0
1196,7,27,18,4
1196,9,50,24,1
1196,10,32,1,1
1196,8,34,19,4
1196,6,25,23,4
1196,4,18,23,3
1196,3,13,33,2
1196,5,20,18,4
1196,1,1,6,2
1630,2,11,35,1
1630,0,49,1,0
1630,11,47,27,3
1630,7,32,12,3
1630,9,32,22,2
1630,10,37,32,0
1630,8,33,18,3
1630,6,27,18,5
1630,4,22,25,3
1630,3,20,20,2
1630,5,26,10,1
1630,13,8,47,1
1630,14,43,20,3
1630,12,49,23,3
1630,1,3,11,2
56,2,15,29,2
56,0,29,47,0
56,7,40,18,1
56,9,1,4,1
56,8,50,24,2
56,6,31,18,3
56,4,19,23,8
56,3,18,16,8
56,5,27,10,4
56,1,9,42,1
1774,2,6,11,1
1774,0,30,44,0
1774,11,43,19,2
1774,7,25,18,5
1774,9,33,22,2
1774,10,38,20,2
1774,8,32,18,3
1774,6,25,13,3
1774,4,13,30,4
1774,3,9,44,1
1774,5,20,25,8
1774,13,16,28,5
1774,14,49,22,3
1774,12,50,28,3
1774,1,1,7,2
2313,2,1,50,1
2313,0,28,49,0
2313,11,22,11,3
2313,7,21,18,6
2313,9,21,26,4
2313,10,28,6,2
2313,8,19,1,0
2313,6,15,15,3
2313,4,8,43,1
2313,3,7,50,2
2313,5,12,33,1
2313,13,38,18,1
2313,14,39,13,1
2313,15,50,26,2
2313,12,27,20,6
2313,1,1,31,0
1964,2,3,10,2
1964,0,30,45,0
1964,7,31,19,3
1964,9,50,25,4
1964,8,44,20,2
1964,6,23,25,2
1964,4,14,20,2
1964,3,9,43,3
1964,5,23,14,6
1964,1,1,4,2
839,2,7,11,2
839,0,31,43,0
839,11,26,12,2
839,7,14,32,2
839,9,24,22,3
839,10,29,2,2
839,8,22,16,3
839,6,13,13,1
839,4,10,37,2
839,3,9,50,2
839,5,10,43,2
839,13,33,1,2
839,14,47,23,2
839,15,50,22,2
839,12,28,18,3
839,1,2,11,2
1600,2,10,38,3
1600,0,34,48,0
1600,11,43,19,2
1600,7,24,23,5
1600,9,32,18,1
1600,10,37,19,3
1600,8,26,19,5
1600,6,20,18,4
1600,4,18,27,3
1600,3,15,38,3
1600,5,19,12,3
1600,13,6,50,1
1600,14,23,14,3
1600,15,33,1,1
1600,12,50,27,3
1600,1,1,6,1
2360,2,6,10,1
2360,0,33,48,0
2360,11,28,3,1
2360,7,22,17,3
2360,9,42,18,1
2360,10,50,24,3
2360,8,36,20,1
2360,6,17,35,5
2360,4,18,28,2
2360,3,11,36,4
2360,5,15,16,3
2360,1,5,38,4
633,18,33,1,2
633,2,1,3,1
633,0,31,44,0
633,16,29,1,2
633,11,23,11,5
633,7,9,44,1
633,9,17,26,2
633,10,21,25,5
633,17,34,1,2
633,8,16,18,3
633,6,7,50,3
633,4,4,45,1
633,3,1,50,2
633,5,7,50,3
633,13,25,6,1
633,14,26,18,7
633,15,29,1,2
633,12,23,22,6
633,1,1,42,1
2473,2,1,10,3
2473,0,28,45,0
2473,11,40,19,1
2473,7,35,7,4
2473,9,50,28,3
2473,10,8,50,1
2473,8,49,21,3
2473,6,30,3,5
2473,4,18,17,2
2473,3,9,12,2
2473,5,18,26,3
2473,1,1,11,3
1113,2,8,12,2
1113,0,28,45,0
1113,7,48,22,2
1113,9,6,50,3
1113,10,8,47,1
1113,8,50,27,2
1113,6,29,18,4
1113,4,24,23,5
1113,3,14,30,1
1113,5,28,8,1
1113,1,1,9,3
1772,2,9,50,3
1772,0,30,38,0
1772,11,50,28,2
1772,7,24,18,3
1772,9,38,19,5
1772,10,43,19,3
1772,8,33,18,3
1772,6,20,19,3
1772,4,9,43,3
1772,3,10,38,3
1772,5,18,22,4
1772,13,30,1,1
1772,12,11,15,1
1772,1,1,10,1
2478,2,8,50,3
2478,0,35,49,0
2478,11,33,1,2
2478,7,20,18,2
2478,9,43,20,3
2478,10,30,1,2
2478,8,38,19,3
2478,6,17,39,2
2478,4,10,37,5
2478,3,8,11,1
2478,5,15,30,4
2478,1,6,42,3
520,2,9,50,2
520,0,30,45,0
520,11,50,27,3
520,7,36,16,2
520,9,45,20,3
520,10,50,23,3
520,8,40,19,2
520,6,31,17,1
520,4,18,22,1
520,3,12,34,3
520,5,28,1,1
520,1,1,5,1
895,2,12,34,4
895,0,28,46,0
895,11,50,24,3
895,7,25,23,5
895,9,38,19,5
895,10,43,19,3
895,8,31,18,4
895,6,22,18,4
895,4,13,27,3
895,3,8,46,3
895,5,16,24,3
895,13,31,1,2
895,12,6,50,3
895,1,6,11,2
1249,2,19,17,4
1249,0,1,5,0
1249,7,39,18,1
1249,9,11,36,2
1249,8,50,27,2
1249,6,28,17,3
1249,4,14,32,2
1249,3,14,25,2
1249,5,23,23,5
1249,1,7,45,1
11,7,21,18,1
11,4,18,27,2
11,2,9,41,6
11,3,8,50,3
11,0,2,4,0
11,5,33,18,3
11,8,28,7,2
11,6,40,18,2
11,1,3,38,5
491,2,14,30,2
491,0,29,43,0
491,7,44,20,7
491,9,1,3,1
491,10,50,24,6
491,8,50,21,6
491,6,37,19,5
491,4,27,12,3
491,3,18,17,1
491,5,29,18,3
491,1,8,47,1
158,2,8,11,1
158,0,29,48,0
158,7,33,19,1
158,9,1,4,1
158,10,28,3,1
158,8,48,22,2
158,6,25,14,3
158,4,13,11,1
158,3,10,39,4
158,5,20,19,2
158,1,7,50,3
708,2,1,5,2
708,0,30,49,0
708,11,28,18,3
708,7,20,20,4
708,9,25,28,1
708,10,26,21,3
708,8,23,25,4
708,6,18,16,2
708,4,9,50,3
708,3,9,42,1
708,5,14,22,3
708,13,17,26,2
708,14,30,1,1
708,12,34,18,2
708,1,1,3,2
160,18,49,6,0
160,2,8,49,6
160,0,38,48,0
160,16,49,22,5
160,11,18,50,0
160,21,24,24,3
160,7,7,8,0
160,9,11,21,0
160,10,11,37,1
160,19,50,18,5
160,17,46,25,5
160,8,10,50,6
160,6,6,42,3
160,4,1,50,5
160,3,1,38,0
160,5,5,37,1
160,20,50,28,4
160,13,19,26,3
160,14,26,20,3
160,15,42,1,0
160,12,20,19,3
160,1,1,3,1
464,7,50,27,1
464,4,30,1,1
464,2,12,34,2
464,3,14,29,2
464,0,28,48,0
464,5,31,21,3
464,8,2,11,1
464,6,36,19,5
464,1,8,48,2
582,2,9,30,2
582,0,28,1,0
582,11,32,37,0
582,7,16,17,1
582,9,24,23,3
582,10,24,29,3
582,8,18,24,5
582,6,15,29,3
582,4,9,50,2
582,3,10,39,0
582,5,11,48,1
582,1,1,8,1
1741,2,10,36,2
1741,0,28,46,0
1741,11,9,13,3
1741,7,38,19,3
1741,9,45,16,4
1741,10,49,22,2
1741,8,43,20,4
1741,6,38,12,2
1741,4,14,32,3
1741,3,13,15,3
1741,5,15,28,2
1741,13,50,30,2
1741,12,28,8,1
1741,1,8,49,2
1998,2,1,7,1
1998,0,31,47,0
1998,11,27,22,2
1998,7,24,10,0
1998,9,26,27,0
1998,10,27,18,2
1998,8,29,3,2
1998,6,19,20,2
1998,4,11,36,1
1998,3,6,10,1
1998,5,16,15,1
1998,13,9,45,1
1998,14,50,23,2
1998,12,43,20,2
1998,1,1,46,0
2493,18,50,24,3
2493,2,8,11,1
2493,0,31,44,0
2493,16,46,29,1
2493,11,37,18,3
2493,7,33,1,4
2493,9,32,18,3
2493,10,37,12,2
2493,17,49,20,3
2493,8,28,10,2
2493,6,28,17,3
2493,4,13,11,1
2493,3,11,36,2
2493,5,23,15,2
2493,13,44,15,2
2493,14,43,26,2
2493,15,44,20,3
2493,12,39,23,3
2493,1,9,42,2
1557,2,1,36,0
1557,0,28,44,0
1557,11,42,3,0
1557,7,33,13,1
1557,9,34,23,1
1557,10,42,19,2
1557,8,34,18,1
1557,6,21,25,1
