framenr,roinr,mx,my,count
2236,8,36,1,2
2236,6,32,18,1
2236,4,9,41,3
2236,3,7,50,2
2236,5,31,1,2
2236,13,50,26,4
2236,14,50,33,1
2236,12,50,22,4
2236,1,1,6,1
1018,2,9,41,3
1018,0,29,45,0
1018,11,9,50,3
1018,7,19,17,4
1018,9,28,6,2
1018,10,30,17,1
1018,8,21,26,2
1018,6,16,26,3
1018,4,13,19,6
1018,3,11,14,4
1018,5,13,32,2
1018,13,44,20,2
1018,14,49,22,2
1018,12,31,1,3
1018,1,8,48,3
2352,2,11,36,3
2352,0,28,48,0
2352,7,46,21,3
2352,9,50,31,2
2352,8,50,25,3
2352,6,36,19,5
2352,4,21,19,1
2352,3,13,15,2
2352,5,30,1,3
2352,1,1,11,1
58,2,11,34,1
58,0,29,48,0
58,7,50,22,2
58,9,17,26,2
58,8,1,4,1
58,6,27,18,5
58,4,20,19,8
58,3,16,16,4
58,5,27,9,3
58,1,9,43,2
2353,2,11,14,2
2353,0,29,44,0
2353,11,38,3,1
2353,7,30,3,3
2353,9,35,18,2
2353,10,34,14,2
2353,8,33,1,3
2353,6,20,19,1
2353,4,16,17,3
2353,3,10,37,1
2353,5,20,15,1
2353,13,50,25,3
2353,14,50,31,3
2353,12,39,16,2
2353,1,5,16,2
1044,2,6,12,4
1044,0,29,46,0
1044,11,33,1,1
1044,7,13,14,2
1044,9,34,18,2
1044,10,40,19,2
1044,8,25,13,1
1044,6,12,34,2
1044,4,9,50,2
1044,3,8,43,2
1044,5,9,50,2
1044,1,1,9,4
867,2,8,45,2
867,0,28,44,0
867,11,18,17,4
867,7,28,4,4
867,9,33,5,4
867,10,34,18,2
867,8,29,16,5
867,6,24,22,5
867,4,23,12,6
867,3,16,28,3
867,5,23,18,4
867,13,50,30,1
867,12,50,22,1
867,1,1,6,1
1926,2,17,16,2
1926,0,2,48,0
1926,11,15,32,1
1926,7,30,11,2
1926,9,50,24,2
1926,10,50,26,2
1926,8,39,19,1
1926,6,24,23,2
1926,4,26,13,1
1926,3,17,20,3
1926,5,27,6,2
1926,1,1,6,2
8,2,9,47,3
8,0,30,43,0
8,7,28,8,3
8,9,6,50,2
8,10,9,42,2
8,8,32,18,2
8,6,22,24,4
8,4,17,26,5
8,3,13,32,6
8,5,21,18,3
8,1,1,5,1
333,18,33,1,2
333,2,14,29,1
333,0,31,48,0
333,16,9,42,2
333,11,38,19,3
333,7,28,11,0
333,9,38,1,1
333,10,38,13,3
333,17,11,38,2
333,8,35,1,2
333,6,29,1,2
333,4,20,20,1
333,3,20,16,1
333,5,24,18,1
333,13,42,14,3
333,14,43,19,3
333,15,1,9,1
333,12,40,28,0
333,1,9,30,1
739,2,8,49,1
739,0,43,47,0
739,11,50,22,3
739,7,25,24,2
739,9,32,1,2
739,10,30,28,0
739,8,27,10,0
739,6,23,38,0
739,4,13,27,2
739,3,11,35,1
739,5,20,25,2
739,13,50,26,3
739,14,18,22,2
739,15,41,19,1
739,12,50,15,0
739,1,2,11,2
1114,2,8,13,3
1114,0,31,49,0
1114,11,1,3,2
1114,7,21,30,3
1114,9,28,26,3
1114,10,50,27,1
1114,8,29,20,4
1114,6,20,20,2
1114,4,10,37,3
1114,3,9,33,3
1114,5,15,30,2
1114,13,9,50,1
1114,14,28,3,1
1114,12,1,7,4
1114,1,1,10,4
428,18,28,5,1
428,2,1,3,3
428,0,30,41,0
428,16,50,25,2
428,11,25,10,1
428,7,5,30,0
428,9,12,7,0
428,10,16,15,1
428,17,50,5,0
428,8,10,42,3
428,6,1,14,1
428,4,1,10,2
428,3,1,26,0
428,5,1,16,1
428,13,37,19,1
428,14,47,27,2
428,15,49,20,2
428,12,32,18,1
428,1,1,12,2
1506,2,1,11,3
1506,0,28,48,0
1506,7,24,24,3
1506,9,50,26,3
1506,10,47,21,3
1506,8,29,1,1
1506,6,24,13,1
1506,4,13,32,2
1506,3,8,46,3
1506,5,18,24,3
1506,1,1,4,3
1957,2,8,49,2
1957,0,28,44,0
1957,11,30,1,2
1957,7,28,16,3
1957,9,50,29,1
1957,10,25,23,5
1957,8,46,21,2
1957,6,27,10,1
1957,4,17,13,3
1957,3,18,26,4
1957,5,21,18,4
1957,12,50,30,1
1957,1,2,11,1
1330,18,50,22,1
1330,2,1,13,1
1330,0,33,46,0
1330,16,38,12,1
1330,11,18,32,2
1330,7,12,32,1
1330,9,28,3,2
1330,10,18,10,1
1330,19,26,22,3
1330,17,39,19,1
1330,8,12,50,0
1330,6,11,11,1
1330,4,8,32,1
1330,3,8,22,0
1330,5,10,41,1
1330,13,22,26,3
1330,14,33,11,1
1330,15,32,22,2
1330,12,19,18,4
1330,1,1,8,1
2154,2,6,50,4
2154,0,41,49,0
2154,7,27,18,4
2154,9,33,18,4
2154,10,50,23,1
2154,8,28,30,0
2154,6,23,16,4
2154,4,18,16,2
2154,3,8,47,3
2154,5,19,22,3
2154,1,2,44,2
2179,2,10,38,1
2179,0,30,44,0
2179,11,32,18,3
2179,7,25,7,1
2179,9,29,1,2
2179,10,30,1,2
2179,8,29,8,1
2179,6,18,21,4
2179,4,16,28,1
2179,3,11,14,2
2179,5,21,16,4
2179,13,33,1,2
2179,12,50,22,1
2179,1,9,50,1
2421,2,1,3,2
2421,0,27,49,0
2421,11,50,27,2
2421,7,23,13,2
2421,9,29,18,5
2421,10,50,23,2
2421,8,24,24,3
2421,6,17,25,2
2421,4,14,32,1
2421,3,1,7,2
2421,5,15,15,1
2421,12,6,50,1
2421,1,1,10,2
1607,2,7,1,0
1607,0,32,41,0
1607,7,37,21,2
1607,9,50,24,2
1607,10,6,50,1
1607,8,44,19,2
1607,6,26,22,3
1607,4,11,50,1
1607,3,12,36,1
1607,5,19,17,3
1607,1,1,5,1
254,2,18,26,6
254,0,1,14,0
254,7,50,23,5
254,9,8,46,1
254,8,6,50,2
254,6,48,22,5
254,4,27,10,2
254,3,20,20,5
254,5,30,18,6
254,1,14,33,3
628,2,9,50,3
628,0,29,46,0
628,7,21,26,2
628,9,35,18,1
628,10,1,6,1
628,8,22,18,5
628,6,17,25,5
628,4,14,31,3
628,3,14,22,6
628,5,16,16,4
628,1,9,47,3
185,2,8,48,1
185,0,33,49,0
185,16,50,25,3
185,11,32,15,5
185,7,30,1,4
185,9,27,28,1
185,10,31,23,2
185,17,12,33,2
185,8,26,21,2
185,6,27,11,3
185,4,16,26,2
185,3,12,28,2
185,5,23,30,1
185,13,38,23,1
185,14,40,14,2
185,15,47,21,3
185,12,39,19,2
185,1,5,10,1
635,2,30,25,0
635,0,27,45,0
635,7,6,50,1
635,9,21,25,2
635,8,17,26,2
635,6,50,19,2
635,4,50,30,1
635,3,43,19,1
635,5,50,26,2
635,1,13,14,1
1702,2,7,12,1
1702,0,32,47,0
1702,11,50,24,2
1702,7,27,10,1
1702,9,27,20,5
1702,10,32,18,5
1702,8,25,26,4
1702,6,20,26,5
1702,4,11,37,2
1702,3,9,45,2
1702,5,17,30,2
1702,12,48,22,2
1702,1,1,1,1
2400,7,32,1,1
2400,4,23,19,2
2400,2,10,30,2
2400,3,16,30,2
2400,0,2,49,0
2400,5,29,8,1
2400,8,49,23,1
2400,6,29,19,3
2400,1,2,11,1
20,2,8,50,3
20,0,2,2,0
20,16,50,38,0
20,11,34,18,2
20,7,27,12,3
20,9,32,23,3
20,10,33,12,3
20,17,50,24,3
20,8,26,20,2
20,6,26,7,1
20,4,20,26,2
20,3,17,22,2
20,5,23,32,0
20,13,35,25,2
20,14,45,20,3
20,15,46,24,3
20,12,33,43,0
20,1,1,46,2
1594,2,14,32,4
1594,0,29,45,0
1594,11,13,15,1
1594,7,34,24,3
1594,9,1,4,1
1594,10,9,41,1
1594,8,50,29,1
1594,6,34,18,3
1594,4,21,17,3
1594,3,17,29,4
1594,5,26,21,4
1594,1,9,50,1
868,2,1,5,2
868,0,30,44,0
868,11,24,17,5
868,7,11,11,1
868,9,17,1,0
868,10,20,23,5
868,8,15,28,1
868,6,10,26,1
868,4,2,13,2
868,3,2,8,2
868,5,6,11,1
868,13,48,21,2
868,14,9,44,1
868,15,50,31,1
868,12,28,5,2
868,1,1,10,2
1738,2,13,14,3
1738,0,32,47,0
1738,11,44,20,2
1738,7,25,14,2
1738,9,30,13,2
1738,10,38,18,2
1738,8,30,1,3
1738,6,17,25,3
1738,4,16,35,3
1738,3,15,29,3
1738,5,20,20,3
1738,13,9,13,2
1738,12,6,50,1
1738,1,11,36,2
2168,2,9,50,3
2168,0,1,6,0
2168,11,49,22,3
2168,7,26,14,4
2168,9,31,18,3
2168,10,43,19,3
2168,8,27,6,1
2168,6,22,10,2
2168,4,16,26,2
2168,3,11,32,3
2168,5,24,19,3
2168,1,9,42,4
1644,2,6,11,2
1644,0,29,47,0
1644,16,45,24,2
1644,11,27,9,1
1644,7,15,29,2
1644,9,22,25,4
1644,10,25,18,5
1644,17,46,20,2
1644,8,19,20,3
1644,6,14,25,2
1644,4,11,34,2
1644,3,8,44,3
1644,5,10,13,1
1644,13,32,13,3
1644,14,37,25,1
1644,15,40,20,2
1644,12,27,23,4
1644,1,1,10,1
1134,2,11,38,2
1134,0,33,49,0
1134,11,32,1,1
1134,7,22,17,3
1134,9,26,1,1
1134,10,26,18,2
1134,8,27,8,1
1134,6,20,11,2
1134,4,17,35,3
1134,3,17,29,2
1134,5,18,24,3
1134,13,36,7,0
1134,14,50,22,2
1134,12,32,13,1
1134,1,1,10,1
774,2,9,39,1
774,0,1,5,0
774,11,20,20,4
774,7,47,27,4
774,9,50,26,4
774,10,16,28,3
774,8,50,20,4
774,6,46,20,3
774,4,24,25,3
774,3,20,25,5
774,5,38,28,0
774,12,25,18,2
774,1,8,50,1
849,2,1,5,3
849,0,23,1,0
849,11,7,50,2
849,7,18,24,1
849,9,47,20,1
849,10,50,29,1
849,8,20,29,2
849,6,13,34,2
849,4,9,41,4
849,3,3,11,3
849,5,10,48,3
849,1,1,13,2
266,2,9,41,2
266,0,28,48,0
266,7,33,19,3
266,9,50,23,2
266,10,11,37,3
266,8,35,1,1
266,6,27,18,4
266,4,21,16,3
266,3,14,32,2
266,5,26,23,4
266,1,7,11,2
2022,2,7,50,2
2022,0,29,43,0
2022,11,32,1,2
2022,7,26,18,4
2022,9,50,25,2
2022,10,28,7,1
2022,8,38,19,3
2022,6,25,22,4
2022,4,14,30,1
2022,3,8,44,2
2022,5,25,12,3
2022,1,1,10,2
1942,18,40,20,4
1942,2,1,12,1
1942,0,32,40,0
1942,16,30,1,1
1942,11,15,10,1
1942,21,50,20,2
1942,7,4,10,2
1942,9,10,14,1
1942,25,33,1,1
1942,10,12,50,1
1942,19,47,21,3
1942,17,34,20,3
1942,8,11,44,1
1942,22,50,27,2
1942,6,2,48,1
1942,24,50,31,1
1942,4,1,4,1
1942,3,1,42,0
1942,5,1,9,1
1942,20,50,30,1
1942,23,50,25,2
1942,13,18,24,1
1942,14,19,3,0
1942,15,20,19,1
1942,12,15,19,2
1942,1,1,5,1
2245,2,9,49,2
2245,0,31,44,0
2245,11,14,33,2
2245,7,27,3,4
2245,9,41,18,2
2245,10,50,29,2
2245,8,36,19,2
2245,6,26,20,3
2245,4,18,27,2
2245,3,10,41,1
2245,5,26,11,5
2245,12,32,1,4
2245,1,1,5,3
421,2,9,50,2
421,0,31,45,0
421,16,50,26,2
421,11,26,20,1
421,7,22,1,2
421,9,23,17,1
421,10,25,12,2
421,17,22,25,2
421,8,28,3,2
421,6,19,28,2
421,4,11,14,2
421,3,9,42,1
421,5,18,22,3
421,13,33,8,2
421,14,49,22,2
421,15,50,22,2
421,12,31,1,2
421,1,6,16,2
1927,18,21,15,2
1927,30,32,20,0
1927,33,41,1,0
1927,32,40,11,0
1927,2,1,1,1
1927,0,49,46,0
1927,16,19,24,2
1927,11,11,5,1
1927,21,24,23,1
1927,7,8,46,1
1927,9,9,50,1
1927,25,25,44,0
1927,10,10,22,2
1927,26,26,1,2
1927,29,32,13,1
1927,34,49,24,1
1927,35,50,9,0
1927,19,21,50,0
1927,17,20,31,1
1927,8,7,32,0
1927,22,24,1,2
1927,6,5,10,2
1927,24,25,39,0
1927,4,1,16,1
1927,37,50,1,0
1927,3,1,7,2
1927,28,29,41,0
1927,5,1,27,0
1927,20,28,5,3
1927,23,25,35,0
1927,13,14,29,1
1927,14,14,38,0
1927,31,34,31,0
1927,27,27,18,2
1927,36,50,26,1
1927,15,19,12,1
1927,12,16,16,1
1927,1,1,49,1
1958,2,2,50,6
1958,0,31,48,0
1958,11,31,2,2
1958,7,19,32,2
1958,9,23,7,3
1958,10,28,9,2
1958,8,21,18,2
1958,6,19,27,2
1958,4,8,48,6
1958,3,8,12,3
1958,5,13,30,2
1958,13,7,50,6
1958,14,34,18,2
1958,15,43,20,2
1958,12,38,19,3
1958,1,1,11,2
451,2,8,25,0
451,0,31,47,0
451,16,1,2,1
451,11,44,16,2
451,7,28,18,2
451,9,34,22,1
451,10,43,21,2
451,17,33,1,1
451,8,32,19,1
451,6,26,27,2
451,4,20,25,4
451,3,10,50,2
451,5,23,17,1
451,13,50,29,1
451,14,50,22,2
451,15,50,22,2
451,12,49,16,3
451,1,2,11,4
2079,2,10,39,3
2079,0,28,49,0
2079,11,28,5,2
2079,7,48,21,1
2079,9,5,11,1
2079,10,15,31,2
2079,8,50,30,1
2079,6,33,18,5
2079,4,22,15,2
2079,3,17,26,3
2079,5,23,24,4
2079,13,33,1,3
2079,12,30,1,3
2079,1,8,48,2
166,2,4,6,1
166,0,29,48,0
166,11,29,24,1
166,7,15,29,2
166,9,20,23,3
166,10,25,23,1
166,8,17,25,3
166,6,10,39,1
166,4,6,50,1
166,3,4,41,1
166,5,9,50,1
166,13,32,1,1
166,12,43,20,1
166,1,1,5,1
397,2,9,13,2
397,0,33,39,0
397,11,28,9,2
397,7,12,39,4
397,9,19,22,5
397,10,23,17,4
397,8,15,30,6
397,6,12,34,6
397,4,10,50,2
397,3,10,43,1
397,5,10,50,2
397,1,2,11,2
35,2,9,50,1
35,0,3,2,0
35,11,43,19,1
35,7,22,17,5
35,9,28,18,5
35,10,36,1,2
35,8,30,1,2
35,6,16,18,2
35,4,12,35,5
35,3,10,40,4
35,5,15,30,3
35,13,32,19,4
35,12,26,22,6
35,1,9,46,3
1126,2,8,48,1
1126,0,31,42,0
1126,16,19,21,5
1126,11,50,24,5
1126,7,26,7,1
1126,9,37,18,2
1126,10,46,21,4
1126,8,26,20,5
1126,6,25,13,3
1126,4,21,18,6
1126,3,14,30,1
1126,5,22,24,5
1126,13,1,10,3
1126,14,4,11,2
1126,15,9,50,2
1126,12,50,26,5
1126,1,1,3,2
1157,2,9,45,1
1157,0,29,49,0
1157,7,22,22,7
1157,9,50,24,2
1157,10,50,25,2
1157,8,28,18,4
1157,6,21,16,4
1157,4,15,15,2
1157,3,13,33,4
1157,5,16,26,4
1157,1,1,9,1
1054,7,25,13,6
1054,4,12,48,4
1054,2,7,49,2
1054,3,10,40,5
1054,0,1,8,0
1054,5,18,27,2
1054,8,25,18,6
1054,6,25,8,2
1054,1,4,41,5
1109,18,37,13,2
1109,2,4,46,1
1109,0,36,45,0
1109,16,34,19,3
1109,11,22,24,2
1109,7,13,15,1
1109,9,16,45,0
1109,10,19,14,1
1109,19,43,20,2
1109,17,36,25,2
1109,8,14,28,1
1109,6,8,50,2
1109,4,9,15,1
1109,3,8,47,1
1109,5,9,36,1
1109,20,47,21,1
1109,13,28,17,2
1109,14,27,24,3
1109,15,29,3,1
1109,12,26,10,1
1109,1,1,3,2
1898,2,8,50,5
1898,0,29,46,0
1898,11,28,4,3
1898,7,28,19,3
1898,9,50,27,2
1898,10,9,44,3
1898,8,45,19,1
1898,6,20,16,3
1898,4,12,35,3
1898,3,12,14,2
1898,5,15,28,2
1898,1,1,3,1
2219,2,9,13,2
2219,0,31,47,0
2219,7,32,18,2
2219,9,50,30,1
2219,10,8,47,2
2219,8,37,23,2
2219,6,15,16,2
2219,4,10,37,2
2219,3,9,43,3
2219,5,10,50,2
2219,1,5,50,2
2301,2,16,27,1
2301,0,1,7,0
2301,7,34,18,2
2301,9,30,1,1
2301,8,34,24,2
2301,6,29,23,2
2301,4,24,11,2
2301,3,20,19,2
2301,5,27,17,3
2301,1,9,44,1
1440,2,8,49,1
1440,0,30,44,0
1440,11,43,20,3
1440,7,28,7,1
1440,9,28,19,4
1440,10,35,18,4
1440,8,27,24,3
1440,6,23,24,4
1440,4,12,34,1
1440,3,10,13,1
1440,5,17,25,2
1440,12,50,24,4
1440,1,5,14,1
1571,2,8,12,1
1571,0,28,49,0
1571,11,11,36,4
1571,7,50,22,3
1571,9,50,30,3
1571,10,9,42,4
1571,8,50,24,3
1571,6,20,17,1
1571,4,8,50,3
1571,3,8,46,3
1571,5,14,32,3
1571,1,3,14,1
816,2,1,8,2
816,0,31,43,0
816,11,38,9,0
816,7,9,50,3
816,9,28,14,3
816,10,35,18,4
816,8,19,27,1
816,6,10,45,2
816,4,3,45,2
816,3,2,10,2
816,5,7,10,1
816,13,50,31,0
816,14,50,50,0
816,15,29,18,3
816,12,39,23,3
816,1,1,49,1
286,2,12,34,6
286,0,1,3,0
286,11,50,27,3
286,7,25,20,4
286,9,43,19,1
286,10,50,24,3
286,8,30,18,3
286,6,22,28,4
286,4,17,28,5
286,3,15,31,5
286,5,19,16,3
286,1,9,40,3
2406,2,4,11,1
2406,0,2,44,0
2406,11,48,21,3
2406,7,26,13,4
2406,9,36,18,3
2406,10,43,19,2
2406,8,30,17,3
2406,6,24,8,1
2406,4,18,16,3
2406,3,17,29,1
2406,5,22,16,3
2406,13,32,1,1
2406,12,50,26,3
2406,1,1,2,2
1900,2,8,50,3
1900,0,28,46,0
1900,11,33,1,2
1900,7,29,18,7
1900,9,48,20,1
1900,10,50,28,2
1900,8,34,18,4
1900,6,28,6,2
1900,4,19,18,6
1900,3,14,31,3
1900,5,23,13,7
1900,1,1,2,2
145,7,50,24,4
145,4,30,19,3
145,2,6,11,1
145,3,8,50,4
145,0,27,41,0
145,5,41,19,4
145,8,29,2,1
145,6,45,25,5
145,1,3,50,4
1831,2,5,50,1
1831,0,28,47,0
1831,7,29,18,5
1831,9,50,25,2
1831,8,39,19,4
1831,6,26,11,5
1831,4,14,32,1
1831,3,9,41,2
1831,5,22,17,5
1831,1,2,10,1
392,2,8,50,1
392,0,38,45,0
392,7,29,19,3
392,9,50,28,3
392,10,30,1,1
392,8,48,21,3
392,6,18,37,2
392,4,12,41,3
392,3,12,36,3
392,5,15,28,1
392,1,1,11,1
554,2,15,32,1
554,0,30,46,0
554,7,36,20,3
554,9,48,19,3
554,10,13,16,1
554,8,42,19,3
554,6,35,1,1
554,4,31,1,1
554,3,27,20,1
554,5,32,2,1
554,1,8,46,1
1441,2,17,28,5
1441,0,29,46,0
1441,11,28,7,1
1441,7,35,18,3
1441,9,50,23,3
1441,10,10,38,1
1441,8,50,18,3
1441,6,29,24,5
1441,4,22,25,8
1441,3,22,17,4
1441,5,28,18,6
1441,1,10,13,1
1494,18,30,1,1
1494,2,9,48,1
1494,0,1,3,0
1494,16,50,33,1
1494,11,46,21,3
1494,7,38,17,1
1494,9,41,11,0
1494,10,43,19,3
1494,17,50,26,3
1494,8,39,25,2
1494,6,31,1,1
1494,4,11,35,3
1494,3,10,50,2
1494,5,26,2,1
1494,13,49,16,3
1494,14,50,28,3
1494,15,50,22,3
1494,12,49,12,1
1494,1,1,28,0
346,2,10,40,5
346,0,29,49,0
346,11,47,15,3
346,7,26,22,5
346,9,37,19,3
346,10,45,20,3
346,8,31,18,5
346,6,24,27,3
346,4,20,26,3
346,3,13,15,2
346,5,24,12,3
346,13,9,50,1
346,14,12,33,4
346,15,32,1,1
346,12,50,26,4
346,1,3,11,2
1064,2,16,16,2
1064,0,30,48,0
1064,11,11,38,1
1064,7,29,3,2
1064,9,50,27,3
1064,10,6,50,2
1064,8,40,19,5
1064,6,26,1,2
1064,4,24,23,2
1064,3,17,23,3
1064,5,25,2,2
1064,1,8,47,2
2413,2,1,2,0
2413,0,28,40,0
2413,11,43,19,3
2413,7,20,21,2
2413,9,38,12,1
2413,10,39,19,2
2413,8,34,19,1
2413,6,13,15,2
2413,4,8,47,2
2413,3,1,10,1
2413,5,10,50,2
2413,13,48,21,2
2413,14,28,5,1
2413,15,33,1,2
2413,12,46,1,0
2413,1,1,15,1
86,2,8,49,6
86,0,2,1,0
86,11,11,37,1
86,7,37,19,4
86,9,43,20,4
86,10,45,15,2
86,8,42,25,4
86,6,30,17,3
86,4,17,23,2
86,3,13,24,2
86,5,29,8,1
86,12,16,27,2
86,1,8,50,6
126,7,40,18,1
126,4,13,32,4
126,2,8,50,2
126,3,10,45,2
126,0,2,3,0
126,5,17,20,2
126,8,49,22,1
126,6,18,36,3
126,1,5,34,1
2143,2,14,35,1
2143,0,30,48,0
2143,11,8,46,1
2143,7,24,11,2
2143,9,37,24,2
2143,10,40,19,1
2143,8,32,18,3
2143,6,20,23,2
2143,4,16,26,2
2143,3,15,30,2
2143,5,21,16,2
2143,1,2,10,1
1233,2,1,3,1
1233,0,49,45,0
1233,16,42,18,1
1233,11,21,17,2
1233,7,13,42,2
1233,9,16,13,2
1233,10,20,27,0
1233,17,10,37,2
1233,8,15,18,2
1233,6,9,43,2
1233,4,1,40,0
1233,3,1,11,1
1233,5,7,48,1
1233,13,26,13,3
1233,14,30,38,0
1233,15,41,14,1
1233,12,29,6,3
1233,1,1,20,0
2312,2,21,25,5
2312,0,1,19,0
2312,7,38,17,1
2312,9,9,43,1
2312,8,50,30,3
2312,6,27,20,5
2312,4,28,6,3
2312,3,21,17,6
2312,5,25,12,5
2312,1,7,50,2
587,2,8,47,4
587,0,30,45,0
587,7,39,19,1
587,9,1,9,1
587,10,32,1,1
587,8,48,21,1
587,6,35,17,2
587,4,19,21,1
587,3,11,38,2
587,5,30,18,1
587,1,7,50,7
1708,7,23,13,2
1708,4,16,27,2
1708,2,9,44,2
1708,3,14,43,2
1708,0,1,3,0
1708,5,21,19,3
1708,8,32,18,2
1708,6,41,19,3
1708,1,7,50,4
303,2,9,50,3
303,0,31,49,0
303,7,50,30,1
303,9,29,2,1
303,8,1,10,2
303,6,31,18,1
303,4,11,34,5
303,3,10,42,3
303,5,15,31,5
303,1,6,11,2
82,4,47,21,4
82,2,35,18,4
82,3,40,19,5
82,0,1,5,0
82,1,12,34,1
1656,2,5,37,2
1656,0,34,49,0
1656,11,26,20,4
1656,7,19,21,2
1656,9,20,29,2
1656,10,24,14,4
1656,8,18,36,3
1656,6,13,32,3
1656,4,8,10,2
1656,3,8,50,1
1656,5,11,37,4
1656,13,45,20,4
1656,14,30,18,3
1656,12,38,19,3
1656,1,2,11,3
1682,2,4,48,4
1682,0,30,47,0
1682,11,50,25,2
1682,7,22,14,1
1682,9,30,1,3
1682,10,48,22,2
1682,8,23,21,1
1682,6,10,50,5
1682,4,8,46,5
1682,3,5,11,2
1682,5,10,40,3
1682,1,1,46,4
567,18,38,18,2
567,2,1,8,2
567,0,33,48,0
567,16,28,9,1
567,11,16,30,1
567,7,11,38,1
567,9,13,50,1
567,10,15,36,2
567,19,48,21,2
567,17,32,18,2
567,8,12,43,2
567,6,11,14,2
567,4,8,49,1
567,3,5,10,3
567,5,8,50,1
567,20,50,26,2
567,13,21,31,1
567,14,22,10,2
567,15,23,14,2
567,12,19,16,1
567,1,1,8,2
75,2,2,2,2
75,0,29,45,0
75,7,37,23,2
75,9,9,41,3
75,10,50,24,1
75,8,40,18,2
75,6,36,19,2
75,4,21,17,2
75,3,8,46,3
75,5,27,18,2
75,1,1,7,2
872,18,36,15,2
872,2,1,23,0
872,0,2,49,0
872,16,33,21,3
872,11,26,16,4
872,21,50,23,1
872,7,13,15,1
872,9,21,20,2
872,10,26,4,2
872,19,50,46,0
872,17,35,4,2
872,8,16,11,2
872,6,9,22,1
872,4,8,15,2
872,3,4,10,1
872,5,9,8,2
872,20,15,31,1
872,13,31,1,2
872,14,31,10,1
872,15,31,26,0
872,12,29,23,3
872,1,1,12,1
883,7,32,1,1
883,4,26,18,1
883,2,12,35,6
883,3,16,30,6
883,0,1,12,0
883,5,34,18,1
883,6,50,22,4
883,1,8,45,1
1970,2,10,41,9
1970,0,35,41,0
1970,11,47,21,4
1970,7,22,24,3
1970,9,33,18,1
1970,10,41,19,4
1970,8,28,7,1
1970,6,22,17,1
1970,4,14,42,9
1970,3,9,50,5
1970,5,16,30,5
1970,1,8,12,1
1492,2,8,48,1
1492,0,28,49,0
1492,7,48,20,4
1492,9,50,25,3
1492,8,49,27,4
1492,6,38,19,4
1492,4,18,25,2
1492,3,12,34,3
1492,5,27,4,1
1492,1,1,10,1
2123,2,9,43,1
2123,0,28,49,0
2123,11,32,1,2
2123,7,27,20,3
2123,9,35,1,2
2123,10,46,20,1
2123,8,27,25,3
2123,6,28,4,1
2123,4,16,27,3
2123,3,10,29,1
2123,5,21,25,4
2123,1,6,11,1
701,2,11,35,2
701,0,1,9,0
701,11,42,19,3
701,7,25,22,4
701,9,31,18,3
701,10,34,6,2
701,8,29,9,1
701,6,21,26,4
701,4,17,25,4
701,3,13,31,3
701,5,19,20,4
701,13,50,26,2
701,14,30,1,2
701,12,45,22,3
701,1,8,31,2
87,2,9,50,4
87,0,2,5,0
87,11,31,19,4
87,7,30,14,6
87,9,37,19,5
87,10,50,23,1
87,8,34,11,3
87,6,28,9,2
87,4,14,31,5
87,3,10,39,3
87,5,18,23,3
87,1,8,50,4
237,2,2,10,1
237,0,31,47,0
237,11,18,22,2
237,7,13,31,1
237,9,15,1,0
237,10,16,13,1
237,8,14,23,1
237,6,12,14,1
237,4,8,10,2
237,3,4,14,2
237,5,9,50,1
237,13,25,22,3
237,14,30,1,0
237,15,30,18,2
237,12,22,29,2
237,1,1,11,1
1730,7,29,2,2
1730,4,32,18,2
1730,2,10,39,5
1730,3,13,14,2
1730,0,30,43,0
1730,5,48,21,2
1730,6,50,26,2
1730,1,6,10,2
2137,2,10,39,1
2137,0,33,49,0
2137,16,49,9,0
2137,11,28,24,2
2137,7,24,1,1
2137,9,27,30,1
2137,10,28,18,2
2137,17,10,50,1
2137,8,29,4,1
2137,6,21,25,3
2137,4,20,31,2
2137,3,15,26,2
2137,5,23,14,2
2137,13,32,19,1
2137,14,33,7,1
2137,15,47,20,1
2137,12,32,14,1
2137,1,1,2,1
594,2,5,40,8
594,0,31,44,0
594,11,31,18,4
594,7,14,28,3
594,9,28,5,3
594,10,29,1,3
594,8,20,17,3
594,6,14,15,2
594,4,9,46,5
594,3,7,12,2
594,5,11,36,6
594,13,25,23,4
594,12,50,22,1
594,1,8,50,6
386,2,9,50,3
386,0,30,47,0
386,7,27,19,6
386,9,49,22,1
386,10,7,50,3
386,8,33,1,2
386,6,23,25,5
386,4,11,13,1
386,3,10,41,2
386,5,18,25,1
386,1,1,6,1
510,2,4,42,3
510,0,35,48,0
510,11,36,19,2
510,7,16,41,3
510,9,17,25,2
510,10,27,19,2
510,8,16,30,4
510,6,12,34,3
510,4,9,42,3
510,3,8,46,3
510,5,9,50,3
510,13,21,17,2
510,12,44,20,1
510,1,1,6,1
613,2,9,50,1
613,0,29,49,0
613,7,45,24,2
613,9,50,28,3
613,8,50,23,3
613,6,37,19,1
613,4,19,22,1
613,3,11,36,3
613,5,30,1,1
613,1,1,7,2
668,2,4,11,2
668,0,32,49,0
668,11,19,21,2
668,7,22,25,3
668,9,27,18,2
668,10,34,21,1
668,8,28,5,1
668,6,21,31,1
668,4,12,34,3
668,3,8,45,4
668,5,18,16,1
668,1,1,4,2
1988,2,17,14,1
1988,0,29,49,0
1988,11,35,7,4
1988,7,28,7,4
1988,9,32,1,3
1988,10,32,20,1
1988,8,27,20,1
1988,6,27,1,3
1988,4,19,31,1
1988,3,19,27,1
